0,0,0,12
1,0.12006,0.25569,12
2,0.17607,0.30722,12
3,0.092846,0.023345,9
4,0.67334,0.59077,3
5,0.35857,0.60042,12
6,0.46418,0.78678,12
7,0.48188,0.67559,12
8,0.63608,0.89946,12
9,0.36316,0.19563,9
10,0.90758,1.1889,12
11,1.0366,1.3532,11
12,1.1717,1.5724,11
13,3.188,2.8148,3
14,1.4468,1.8474,10
15,0.78914,0.49679,7
16,1.0962,0.91005,9
17,1.214,0.98687,9
18,1.4541,1.1488,8
19,1.5431,1.291,7
20,1.4723,1.197,5
21,NaN,NaN,NaN
22,1.6376,1.3402,5
23,2.2216,1.2792,4
24,2.3755,1.4022,4
25,2.3509,1.7588,3
26,2.4975,1.834,3
27,3.8073,0.40197,2
28,2.9181,2.0865,3
29,4.3532,0.54646,2
30,NaN,NaN,NaN
31,4.6342,0.62271,2
32,4.9096,0.69342,2
33,NaN,NaN,NaN
34,NaN,NaN,NaN
35,NaN,NaN,NaN
36,NaN,NaN,NaN
37,NaN,NaN,NaN
38,NaN,NaN,NaN
39,NaN,NaN,NaN
40,NaN,NaN,NaN
41,NaN,NaN,NaN
42,NaN,NaN,NaN
43,NaN,NaN,NaN
44,NaN,NaN,NaN
45,NaN,NaN,NaN
46,NaN,NaN,NaN
47,NaN,NaN,NaN
48,NaN,NaN,NaN
49,NaN,NaN,NaN
50,NaN,NaN,NaN
51,NaN,NaN,NaN
52,NaN,NaN,NaN
53,NaN,NaN,NaN
54,NaN,NaN,NaN
55,NaN,NaN,NaN
56,NaN,NaN,NaN
57,NaN,NaN,NaN
58,NaN,NaN,NaN
59,NaN,NaN,NaN
60,NaN,NaN,NaN
61,NaN,NaN,NaN
62,NaN,NaN,NaN
63,NaN,NaN,NaN
64,NaN,NaN,NaN
65,NaN,NaN,NaN
66,NaN,NaN,NaN
67,NaN,NaN,NaN
68,NaN,NaN,NaN
69,NaN,NaN,NaN
70,NaN,NaN,NaN
71,NaN,NaN,NaN
72,NaN,NaN,NaN
73,NaN,NaN,NaN
74,NaN,NaN,NaN
75,NaN,NaN,NaN
76,NaN,NaN,NaN
77,NaN,NaN,NaN
78,NaN,NaN,NaN
79,NaN,NaN,NaN
80,NaN,NaN,NaN
81,NaN,NaN,NaN
82,NaN,NaN,NaN
83,NaN,NaN,NaN
84,NaN,NaN,NaN
85,NaN,NaN,NaN
86,NaN,NaN,NaN
87,NaN,NaN,NaN
88,NaN,NaN,NaN
89,NaN,NaN,NaN
90,NaN,NaN,NaN
91,NaN,NaN,NaN
92,NaN,NaN,NaN
93,NaN,NaN,NaN
94,NaN,NaN,NaN
95,NaN,NaN,NaN
96,NaN,NaN,NaN
97,NaN,NaN,NaN
98,NaN,NaN,NaN
99,NaN,NaN,NaN
100,NaN,NaN,NaN
