,diffSize,diffSlope,avgMsdSlopeMT,avgMsdSlopePI
0,-0.38972983672890354,0.06154705036285925,0.07410171273834991,0.012554662375490662
1,-0.12608125310935148,0.23651229342071833,0.24290688452356363,0.006394591102845282
2,-0.38873130822467405,0.10540027680567098,0.16277617523958898,0.05737589843391801
3,-0.19403599625292023,-0.4110674701297,0.4430006980009731,0.8540681681306731
4,-0.09843541475557271,-0.006265299564491289,0.33151934384500636,0.33778464340949765
5,-0.39950129468634127,-0.07981835116102365,0.41078879800951723,0.4906071491705409
6,-0.26572226572538704,1.313908985054893,1.756148187788946,0.442239202734053
7,-0.333978907051739,1.1175395280689782,1.1241486877009814,0.006609159632003206
8,-0.23260358675085058,0.08368451531358317,0.4178427611196071,0.33415824580602393
9,0.18026681829484137,0.0165893771925643,0.046166263799266326,0.029576886606702026
10,-0.1274114245091802,0.027208413595159547,0.06559182503959726,0.038383411444437715
11,-0.564150871638275,-0.07308013106540984,0.35581992568016446,0.4289000567455743
