,diffSize,diffSlope,avgMsdSlopeMT,avgMsdSlopePI
0,0.018887721095610543,0.5297326407762173,0.7416054212648368,0.2118727804886194
1,-0.14662021124736513,0.20034869297267838,0.28239192575620525,0.08204323278352686
2,-0.2854964132505471,0.303389662225735,0.33618790446651714,0.03279824224078214
3,-0.36417681216196085,0.029745626800083455,0.04564279713237743,0.015897170332293972
4,-0.1672182658026663,-0.003303554499202832,0.03246224433693972,0.03576579883614255
5,-0.16337296386832534,0.03128156102821218,0.0419969458301167,0.010715384801904518
6,-0.28983316213391724,2.1943522470548302,2.1948290322112,0.00047678515636940177
7,-0.19311737946781715,0.2965814948164929,1.8338380657127051,1.5372565708962123
8,-0.2741480332031768,2.1307477941869672,3.385375317798255,1.254627523611288
9,-0.23791182922810428,0.834269639333242,1.1618717480241485,0.3276021086909065
10,0.05228990939226075,0.022871717925786572,0.9818082978041611,0.9589365798783746
11,-0.3950827112449253,-0.012014838644025971,0.20939104161003846,0.22140588025406444
